addr1,addr2,areacode,contentid,contenttypeid,firstimage,firstimage2,mapx,mapy,mlevel,tel,title,zipcode
전라북도 고창군 상하면 자룡리 984,,37,2737299,12,http://tong.visitkorea.or.kr/cms/resource/40/2737440_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/40/2737440_image2_1.JPG,126.4297461,35.44964351,6,,구시포항,56408
전라북도 고창군 상하면 자룡리,,37,126290,12,http://tong.visitkorea.or.kr/cms/resource/75/2513775_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2513775_image2_1.jpg,126.4362984,35.44638844,6,,구시포해수욕장,56408
전라북도 순창군 복흥면 봉덕길 131-144,(복흥면),37,298094,12,http://tong.visitkorea.or.kr/cms/resource/64/2355964_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2355964_image2_1.jpg,126.8860721,35.45530333,6,,구암사(순창),56000
전라북도 김제시 용지면 용지로 443-16,,37,1597980,12,,,126.9541614,35.85295654,6,,구암서원,54332
전라북도 순창군 동계면 구미리,,37,1610651,12,,,127.2051415,35.43566102,6,,구암정,56026
전라북도 완주군 구이면 장파길 72,,37,1977631,12,http://tong.visitkorea.or.kr/cms/resource/20/1814620_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1814620_image3_1.jpg,127.099833,35.69559084,6,,구이 안덕 건강힐링체험마을,55363
전북 순창군 팔덕면 청계리,,37,1610474,12,http://tong.visitkorea.or.kr/cms/resource/93/1954193_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/1954193_image3_1.jpg,127.0668823,35.40832285,6,,구장군폭포,"595-861,31"
전라북도 무주군 설천면 구천동1로 159,,37,127742,12,http://tong.visitkorea.or.kr/cms/resource/63/1929663_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/1929663_image3_1.jpg,127.7750677,35.90072106,6,063-322-3174,구천동계곡,55557
전라북도 무주군 무풍면 구천동로 530-62,,37,125416,12,http://tong.visitkorea.or.kr/cms/resource/31/219131_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/219131_image3_1.jpg,127.8148028,35.90814315,6,,국립 덕유산자연휴양림,55563
전라북도 진안군 정천면 휴양림길 77,,37,127169,12,http://tong.visitkorea.or.kr/cms/resource/75/219375_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/219375_image3_1.jpg,127.4244517,35.8963459,6,063-432-1193,국립 운장산자연휴양림,55410
전라북도 순창군 구림면 안심길 249,,37,127512,12,http://tong.visitkorea.or.kr/cms/resource/45/219345_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/219345_image3_1.jpg,127.1180948,35.49898013,,,국립 회문산자연휴양림,56011
전라북도 군산시 옥도면 신시도길 271,,37,2737403,12,,,126.4468684,35.82825905,6,,국립신시도자연휴양림,54000
전라북도 임실군 강진면 호국로 420,,37,1586632,12,http://tong.visitkorea.or.kr/cms/resource/30/2726630_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2726630_image2_1.jpg,127.1895733,35.55078938,6,,국립임실호국원,55938
전라북도 순창군 쌍치면 국사봉로 308-75,(쌍치면) 일대,37,2357450,12,http://tong.visitkorea.or.kr/cms/resource/34/2357334_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2357334_image2_1.jpg,126.9946382,35.53604048,6,,국사봉(순창),56006
전라북도 임실군 운암면 국사봉로 512,,37,1590895,12,,,127.1379978,35.64025056,6,,국사봉전망대,55904
전라북도 남원시 운봉읍 비전길 69,,37,1624871,12,http://tong.visitkorea.or.kr/cms/resource/88/1604088_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/1604088_image3_1.jpg,127.5676311,35.46046451,6,,국악의 성지,55716
전라북도 군산시 영명길 29,(구암동),37,2704650,12,,,126.7422713,35.98698206,6,,군산 3.1운동 100주년 기념관,54043
전라북도 군산시 개정면 바르메길 53-5,,37,916815,12,,,126.7973421,35.95919729,6,,군산 개정면 구 일본인농장 창고,54065
전라북도 군산시 개정면 바르메길 43,,37,916913,12,http://tong.visitkorea.or.kr/cms/resource/64/2712764_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2712764_image2_1.jpg,126.7967004,35.95923339,6,,군산 발산리 석등,54065
전라북도 군산시 개정면 바르메길 43,,37,917032,12,http://tong.visitkorea.or.kr/cms/resource/61/1954561_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1954561_image3_1.jpg,126.7958894,35.95874176,6,,군산 발산리 오층석탑,54065
전라북도 군산시 내항1길 8,(장미동),37,2649961,12,http://tong.visitkorea.or.kr/cms/resource/32/2642432_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2642432_image3_1.jpg,126.7181317,35.98870368,6,,군산 시간여행마을,54026
전라북도 군산시 구영1길 17,,37,913869,12,http://tong.visitkorea.or.kr/cms/resource/56/2649956_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2649956_image3_1.jpg,126.7061578,35.98630097,6,,군산 신흥동 일본식가옥(히로쓰 가옥),54020
전라북도 군산시 임피면 서원석곡로 37,(임피면),37,917162,12,,,126.8641279,35.95398237,6,,군산 임피역사,54057
전라북도 군산시 군산창2길 48,(해망동),37,914536,12,http://tong.visitkorea.or.kr/cms/resource/52/2649952_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2649952_image3_1.jpg,126.7047828,35.99116983,6,,군산 해망굴,54018
전라북도 군산시 나포면 뜰아름길 70,,37,1597912,12,,,126.8218164,36.00793104,,,군산곤충체험학습농장,54050
전라북도 군산시 옥도면 선유북길 37,,37,2743288,12,,,126.4161049,35.81173264,6,,군산선유도유람선,54000
전라북도 군산시 소룡동,(장미동),37,988466,12,http://tong.visitkorea.or.kr/cms/resource/27/1976027_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/1976027_image3_1.jpg,126.713371,35.99101444,6,,군산항,54021
전라북도 군산시 옥산면 옥산신성길 50,,37,2606116,12,http://tong.visitkorea.or.kr/cms/resource/77/2368877_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2368877_image3_1.jpg,126.7464194,35.93782108,6,,군산호수 둘레길,54176
전라북도 남원시 운봉읍 군화동길 48-1,,37,2793221,12,http://tong.visitkorea.or.kr/cms/resource/06/2800806_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2800806_image2_1.jpg,127.5707003,35.45771488,6,,군화마을,55717
전라북도 부안군 변산면 격포리 720-2,,37,2755809,12,http://tong.visitkorea.or.kr/cms/resource/06/2755806_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/06/2755806_image2_1.png,126.4687721,35.6033517,6,,궁항,
전라북도 장수군 산서면 오메길 9,,37,1623646,12,,,127.3862604,35.58766083,6,,권희문가옥,55646
전라북도 순창군 순창읍,,37,1610669,12,,,127.1387159,35.36444016,6,,귀래정(순창),56050
전라북도 김제시 금산면 청도6길 40,(금산면),37,126345,12,http://tong.visitkorea.or.kr/cms/resource/00/612500_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/612500_image3_1.jpg,127.0470226,35.74531483,6,,귀신사(김제),54343
전라북도 남원시 산동면 대상2길 246,(산동면),37,298100,12,http://tong.visitkorea.or.kr/cms/resource/89/2550989_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/89/2550989_image2_1.bmp,127.4556979,35.51246778,6,,귀정사(남원),55708
전라북도 군산시 해망로 214,(장미동),37,2469034,12,http://tong.visitkorea.or.kr/cms/resource/39/2705739_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2705739_image3_1.jpg,126.7141598,35.98942019,6,,근대건축관 (구)조선은행군산지점,54026
전라북도 군산시 해망로 230,(장미동),37,2468978,12,http://tong.visitkorea.or.kr/cms/resource/50/2657650_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2657650_image3_1.jpg,126.712771,35.98993678,6,,근대미술관 (구)일본 제 18은행 군산지점,54021
전라북도 장수군 천천면 오리골길,,37,1624748,12,http://tong.visitkorea.or.kr/cms/resource/41/1603841_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1603841_image3_1.jpg,127.5300813,35.78891552,6,,금강,55605
전라북도 군산시 철새로 120 금강미래체험관,,37,2911408,12,http://tong.visitkorea.or.kr/cms/resource/25/2987025_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2987025_image3_1.jpg,126.7648962,36.02019533,6,,금강미래체험관,54045
전라북도 무주군 부남면 대소리,,37,2932010,12,http://tong.visitkorea.or.kr/cms/resource/59/2918159_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2918159_image3_1.jpg,127.5613208,35.97324234,6,,금강벼룻길,55503
전라북도 군산시 성산면 성덕리,,37,2606117,12,http://tong.visitkorea.or.kr/cms/resource/91/2368891_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2368891_image3_1.jpg,126.7686263,36.02322004,6,,금강습지생태공원,54045
전라북도 군산시 성산면 철새로 120,,37,126011,12,http://tong.visitkorea.or.kr/cms/resource/34/1576234_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1576234_image3_1.jpg,126.7496865,36.01594833,6,,금강하구둑(군산),54045
전북 군산시 성산면 성덕리,,37,1624685,12,http://tong.visitkorea.or.kr/cms/resource/35/1603835_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/1603835_image3_1.jpg,126.7611076,36.01888152,,,금강호 관광지,"573-843,11"
전라북도 부안군 변산면 조각공원길 31,,37,252581,12,,,126.4888782,35.62060841,6,,금구원야외조각미술관,56340
전라북도 김제시 금구면 금구3길 12,,37,1598165,12,,,127.0112445,35.77304995,6,,금구향교,54351
전라북도 진안군 마령면 마이산남로 217,(마령면),37,126344,12,http://tong.visitkorea.or.kr/cms/resource/75/1605775_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/1605775_image3_1.jpg,127.3974855,35.75804726,6,,금당사(진안),55450
전라북도 익산시 금마면 고도9길 41-64,,37,1582934,12,http://tong.visitkorea.or.kr/cms/resource/23/1651523_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/1651523_image2_1.jpg,127.05684,36.00182468,6,,금마저수지,54572
전라북도 김제시 금산면 모악로 407,,37,250328,12,,,127.0354937,35.71940369,6,,금산교회,54343
전라북도 김제시 금산면 모악15길 1,(금산면),37,126339,12,http://tong.visitkorea.or.kr/cms/resource/41/1603941_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1603941_image3_1.jpg,127.0534615,35.72274529,6,,금산사(김제),54343
전북 정읍시 내장동,내장산,37,1626454,12,,,126.882555,35.48392225,6,,금선폭포,"580-300,1"
전북 김제시 금산면 청도리,,37,1598378,12,,,127.0186146,35.72129208,5,,금평저수지,"576-962,1"
전라북도 장수군 비행로 82-4,,37,1623698,12,,,127.401848,35.58576688,6,,기미3.1운동비,55647
전라북도 전주시 덕진구 장동 1110,,37,2782910,12,http://tong.visitkorea.or.kr/cms/resource/54/2795454_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2795454_image2_1.jpg,127.0627519,35.84607586,6,,기지제,54861
전라북도 전주시 덕진구 장동 1094,,37,2783878,12,http://tong.visitkorea.or.kr/cms/resource/22/2798322_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2798322_image2_1.jpg,127.0645268,35.84130699,6,,기지제 수변공원,
전라북도 완주군 동상면 신월리,,37,2814812,12,,,127.3455179,35.97014445,6,,기차산 해골바위,55345
전라북도 고창군 고수면 사동길 40-160,,37,1595997,12,,,126.7064868,35.39442386,6,,김기서강학당,56447
전라북도 장수군 계남면 원호덕길 79,,37,1623735,12,,,127.5905252,35.71064769,6,,김남택신도비,55622
전라북도 임실군 임실읍 임삼로 1590-20,,37,1586261,12,,,127.2631434,35.5946579,6,,김복규·김기종 효자 정려비 및 정판,55932
전라북도 익산시 함라면 천남1길 13,,37,1584139,12,,,126.9100682,36.06040712,6,,김육불망비,54502
전라북도 고창군 고창읍 도산1길 16,(고창읍),37,1596067,12,,,126.6599564,35.44006513,6,,김정회고가,56443
전라북도 김제시 부량면 벽골제로 442,,37,231895,12,,,126.8531174,35.75466877,6,,김제 벽골제,54425
전라북도 김제시 금구면 사방길 110-5,,37,228891,12,,,126.986579,35.81028973,6,,김제 외갓집마을,54338
전라북도 김제시 동헌4길 46-1,(교동),37,1599176,12,,,126.8817664,35.80100566,6,,김제동헌,54385
"전라북도 김제시 만경읍 화포리,소토리,청하면 동지산리 일대",,37,228895,12,http://tong.visitkorea.or.kr/cms/resource/41/613641_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/613641_image3_1.jpg,126.8158008,35.88143425,6,,김제평야,54308
전라북도 김제시 향교길 89-3,(교동),37,1598192,12,http://tong.visitkorea.or.kr/cms/resource/31/1603931_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1603931_image3_1.jpg,126.8795083,35.80057511,6,,김제향교,54387
전라북도 고창군 부안면 복분자로 307,,37,2743322,12,,,126.6264384,35.50273523,6,,꽃객프로젝트,56417
전라북도 전주시 덕진구 용정동 469-15,,37,2750816,12,,,127.0555462,35.8763223,6,,나들목 가족공원,54806
전라북도 익산시 망성면 나바위1길 146,,37,127437,12,http://tong.visitkorea.or.kr/cms/resource/37/2643537_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2643537_image3_1.jpg,126.9994276,36.13828033,6,,나바위 성당(화산천주교회),54514
전라북도 순창군 북픙면 상송리,,37,1610702,12,,,126.9710676,35.44400884,6,,낙덕정,56002
전라북도 김제시 금구면 청운4길 87-3,(금구면),37,1598258,12,,,126.9800435,35.81145338,6,,낙양사,54338
전라북도 완주군 구이면 원두현길 12-12,,37,1613682,12,,,127.122952,35.74323583,6,,남계정,55362
전라북도 전주시 완산구 남고산성1길 53-88,(동서학동),37,298199,12,http://tong.visitkorea.or.kr/cms/resource/25/1605525_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/1605525_image3_1.jpg,127.1589501,35.79974391,6,,남고사(전주),55113
전라북도 정읍시 북면 보림1길 392,,37,1956440,12,,,126.9205021,35.5728517,6,,남고서원,56138
전라북도 익산시 성당면,,37,1582602,12,,,126.9246994,36.0929731,6,,남궁찬묘석상,54505
전라북도 부안군 부안읍 남문안길 10,,37,250308,12,,,126.7349563,35.73082503,6,,남문안당산,56308
전라북도 정읍시 고부면 영원로 596-31,,37,1626573,12,,,126.7783665,35.61532223,6,,남복리오층석탑,56151
전라북도 정읍시 북면 정신로 183-64,,37,298205,12,http://tong.visitkorea.or.kr/cms/resource/39/1605639_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1605639_image3_1.jpg,126.8623314,35.60850777,6,,남산사(정읍),56143
전라북도 김제시 성덕면 만경로 600-92,(성덕면),37,1956442,12,,,126.824751,35.84080848,6,,남산서원(김제),54314
전라북도 남원시 산성순환길 714,(산곡동),37,1607157,12,http://tong.visitkorea.or.kr/cms/resource/61/1606361_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1606361_image3_1.jpg,127.3643193,35.4280313,6,,남원 교룡산성,55730
전라북도 남원시 만복사길 10-3,(왕정동),37,126409,12,http://tong.visitkorea.or.kr/cms/resource/40/219440_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/219440_image3_1.jpg,127.3675779,35.406706,6,,남원 만복사지,55746
전라북도 남원시 만인로 3,(향교동),37,126381,12,http://tong.visitkorea.or.kr/cms/resource/13/1604113_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1604113_image3_1.jpg,127.3774351,35.41835207,6,,남원 만인의총,55728
전라북도 남원시 대산면 신계리,,37,250459,12,,,127.3020496,35.43473225,6,,남원 신계리 마애여래좌상,55780
전라북도 남원시 산내면 입석길 94-129,(산내면),37,1626285,12,http://tong.visitkorea.or.kr/cms/resource/14/1605814_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/1605814_image3_1.jpg,127.6347929,35.41682896,6,,남원 실상사 석장생,55804
전라북도 남원시 이백면 목가길 193,,37,2638439,12,http://tong.visitkorea.or.kr/cms/resource/83/2639283_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/83/2639283_image2_1.JPG,127.4768424,35.44061239,6,,남원 아담원,55722
전라북도 남원시 보절면 보절신기길 14-3,(보절면) 부근,37,1607729,12,,,127.4219819,35.49594962,6,,남원 진기리 느티나무,55706
전라북도 남원시 용동길 28,,37,129314,12,http://tong.visitkorea.or.kr/cms/resource/88/2515288_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2515288_image2_1.jpg,127.4233114,35.53174281,6,,남원 추어마을,55705
전라북도 남원시 천거동,(천거동),37,2613631,12,http://tong.visitkorea.or.kr/cms/resource/09/2404709_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2404709_image3_1.jpg,127.3766717,35.40055407,6,,남원 추어탕 거리,55777
전라북도 남원시 운봉읍 가산화수길 84,,37,126382,12,http://tong.visitkorea.or.kr/cms/resource/76/1604076_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/1604076_image3_1.jpg,127.5617372,35.45792859,6,,남원 황산대첩비지,55717
전라북도 남원시 아영면 흥부1길 48-1,,37,128402,12,http://tong.visitkorea.or.kr/cms/resource/50/2515250_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2515250_image2_1.jpg,127.5831309,35.51960254,6,,남원 흥부마을,55711
전라북도 남원시 양림길 43,(어현동),37,126431,12,http://tong.visitkorea.or.kr/cms/resource/57/1604057_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/1604057_image3_1.jpg,127.3901038,35.4022069,6,,남원관광단지,55795
전라북도 남원시 수지면 내호곡2길 19,,37,250460,12,,,127.3747457,35.33799444,6,,남원몽심재,55791
전라북도 익산시 여산면 서촌1길 34-3,,37,298206,12,http://tong.visitkorea.or.kr/cms/resource/38/1306238_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1306238_image3_1.jpg,127.0827696,36.05572732,6,,남원사(익산),54520
전라북도 남원시 운봉읍 서천리,,37,250307,12,,,127.5289628,35.44108547,6,,남원서천리당산,55718
전라북도 남원시 동충동,(동충동),37,1607188,12,,,127.3773574,35.41404978,6,,남원성,55748
전라북도 남원시 소리길 86,,37,2895267,12,,,127.3869485,35.40398997,6,,남원에어레일,55795
전라북도 남원시 보산로 228 남원자연휴양림,,37,126939,12,http://tong.visitkorea.or.kr/cms/resource/62/219362_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/219362_image3_1.jpg,127.4140697,35.45701778,6,,남원자연휴양림,55725
전라북도 남원시 양림길 48-63,(노암동),37,1607213,12,http://tong.visitkorea.or.kr/cms/resource/86/1477886_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/1477886_image2_1.jpg,127.3874041,35.39918219,6,,남원항공우주천문대,55796
전라북도 남원시 향교길 43,,37,126410,12,http://tong.visitkorea.or.kr/cms/resource/07/1604107_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/1604107_image3_1.jpg,127.3830012,35.42206564,6,,남원향교,55728
전라북도 익산시 익산대로24길 8-5,(남중동),37,1583060,12,,,126.9521453,35.94545985,6,,남중동 오층 석탑,54592
전라북도 전주시 완산구 천경로 40,(동서학동) 부근,37,1594796,12,http://tong.visitkorea.or.kr/cms/resource/15/2040715_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2040715_image3_1.jpg,127.1531753,35.81072034,6,,남천교 청연루,55101
전라북도 장수군 산서면 오산리,하오마을 입구 도로변,37,1623747,12,,,127.3873159,35.58654154,6,,남평문씨열녀비,55646
전라북도 무주군 무주읍 내도로 126,,37,1580015,12,,,127.645065,36.01674166,6,,내도리강변유원지,55507
전라북도 부안군 변산면 내변산로 232,,37,717109,12,http://tong.visitkorea.or.kr/cms/resource/07/1604207_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/1604207_image3_1.jpg,126.5473611,35.65176418,6,,내변산,56343
전라북도 부안군 내소사로 191 내소사매표소,,37,126352,12,http://tong.visitkorea.or.kr/cms/resource/36/2678636_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2678636_image3_1.jpg,126.5894667,35.61222772,6,,내소사(부안),56344
전라북도 부안군 진서면 내소사로 243,,37,1608731,12,,,126.5869529,35.61768261,6,,내소사삼층석탑,56344
전라북도 부안군 진서면 내소사로 243,,37,2759612,12,http://tong.visitkorea.or.kr/cms/resource/72/2759872_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2759872_image2_1.jpg,126.5875751,35.61785483,6,,내소사전나무숲길,56344
전북 남원시 주천면 은송리 299-1,,37,2793229,12,http://tong.visitkorea.or.kr/cms/resource/09/2800809_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2800809_image2_1.jpg,127.45354,35.39790293,6,,내송마을,55802
전라북도 정읍시 내장산로 1253,(내장동),37,126343,12,,,126.9027503,35.48923033,6,,내장사(정읍),56199
전라북도 정읍시 내장산로 987-30,(내장동) 내장산,37,1626149,12,,,126.900995,35.48675002,6,,내장산 굴거리나무군락,56199
전북 정읍시 내장동 560,,37,2715684,12,http://tong.visitkorea.or.kr/cms/resource/79/2715679_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2715679_image2_1.jpg,126.9069744,35.50906426,6,,내장산 단풍생태공원,
전라북도 정읍시 내장호반로 37,(쌍암동),37,2738691,12,http://tong.visitkorea.or.kr/cms/resource/34/2740834_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/34/2740834_image2_1.png,126.8974,35.52078777,6,,내장산 문화관광 음악분수 (내장산 워터파크),56199
전라북도 정읍시 내장산로 936,,37,650363,12,http://tong.visitkorea.or.kr/cms/resource/01/1929801_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/1929801_image3_1.jpg,126.9086221,35.48670016,6,063-538-8120,내장산 케이블카,56199
전라북도 정읍시 내장호반로 328,,37,126237,12,http://tong.visitkorea.or.kr/cms/resource/25/2616825_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2616825_image3_1.jpg,126.8985702,35.48686941,6,,내장산국립공원,56199
전라북도 정읍시 내장호반로 194-28,(쌍암동),37,2414865,12,http://tong.visitkorea.or.kr/cms/resource/60/2405160_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2405160_image3_1.jpg,126.898178,35.50991124,6,,내장산수목원,56199
전라북도 정읍시 내장호반로 214,(쌍암동),37,1626138,12,http://tong.visitkorea.or.kr/cms/resource/27/1605627_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/1605627_image3_1.jpg,126.9002222,35.50973351,6,,내장산조각공원,56199
전라북도 임실군 삼계면 후천1길 19-20,(삼계면),37,1590793,12,,,127.2663543,35.48436768,6,,노동환가옥,55947
전라북도 진안군 안천면 노성리 337-1,,37,2714789,12,http://tong.visitkorea.or.kr/cms/resource/93/1545593_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/93/1545593_image2_1.JPG,127.5581097,35.88024175,6,,노채마을,
전북 남원시 주천면 덕치리 5-1,,37,2793212,12,http://tong.visitkorea.or.kr/cms/resource/13/2800813_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2800813_image2_1.jpg,127.5017967,35.40250603,6,,노치마을,55720
전라북도 장수군 장수읍 논개사당길 41,,37,126408,12,http://tong.visitkorea.or.kr/cms/resource/56/798156_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/798156_image3_1.jpg,127.5228441,35.64379297,6,,논개사당(의암사),55636
전라북도 장수군 장계면 의암로 558,,37,127125,12,http://tong.visitkorea.or.kr/cms/resource/40/1605340_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1605340_image3_1.jpg,127.6212317,35.67921013,6,,논개생가,55621
전라북도 완주군 단지길 37,,37,2995169,12,http://tong.visitkorea.or.kr/cms/resource/48/2995148_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2995148_image3_1.jpg,127.2631954,35.94206287,6,,농업회사법인 주식회사 공동체공간 수작,55344
전라북도 임실군 옥정호로 937-12,,37,2996825,12,http://tong.visitkorea.or.kr/cms/resource/03/2986903_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/03/2986903_image3_1.png,127.0990395,35.55718709,6,,농업회사법인유한회사임실애플트리,55940
전라북도 전주시 완산구,(중화산동1가),37,1592428,12,http://tong.visitkorea.or.kr/cms/resource/37/1605537_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/1605537_image3_1.jpg,127.1377933,35.81406136,6,,다가공원,55046
전라북도 정읍시 태인면 태흥1길 59,(태인면),37,299976,12,http://tong.visitkorea.or.kr/cms/resource/39/1605739_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1605739_image3_1.jpg,126.9529222,35.6524821,6,,다천사(정읍),56115
전라북도 남원시 산내면 지리산로,,37,126268,12,,,127.5759327,35.37090256,6,,달궁계곡,55805
전라북도 완주군 봉동동서로 134-4,,37,2995167,12,http://tong.visitkorea.or.kr/cms/resource/32/2995132_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2995132_image3_1.jpg,127.1668457,35.93866991,6,,달달구리(주식회사달달구리),55326
전라북도 익산시 춘포면 천서길 149,,37,2755480,12,http://tong.visitkorea.or.kr/cms/resource/64/2755564_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2755564_image2_1.jpg,127.033041,35.93984523,6,,달빛소리 수목원,54580
전라북도 남원시 인월면 인월서길 42,,37,128320,12,http://tong.visitkorea.or.kr/cms/resource/83/2629983_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/83/2629983_image2_1.bmp,127.5926289,35.45688202,6,,달오름마을,55715
전라북도 남원시 대산면 대곡리,,37,231925,12,http://tong.visitkorea.or.kr/cms/resource/55/2549855_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/55/2549855_image2_1.JPG,127.310244,35.40914084,6,,대곡리암각화,55780
전라북도 완주군 운주면 산북리 611-34,", 충남 논산군 벌곡면, 금산군 진산면",37,127673,12,http://tong.visitkorea.or.kr/cms/resource/77/2827477_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2827477_image3_1.jpg,127.3345288,36.11761078,6,,대둔산도립공원(전북),"565-911,3"
전라북도 완주군 운주면 대둔산공원길 55,,37,2707908,12,http://tong.visitkorea.or.kr/cms/resource/05/2707905_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2707905_image3_1.jpg,127.3294987,36.11669135,6,,대둔산케이블카,55300
전라북도 순창군 순창읍 장류로 197-22,,37,299989,12,http://tong.visitkorea.or.kr/cms/resource/68/1604368_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/1604368_image3_1.jpg,127.1238503,35.37286951,6,,대모암(순창),56048
전라북도 남원시 대복사길 61,(왕정동),37,299994,12,,,127.368622,35.41662156,6,,대복사(남원),55742
전라북도 완주군 동상면 대아수목로 94-34,,37,125415,12,,,127.3047575,35.97367388,6,,대아수목원,55344
전라북도 완주군 동상면 대아리,,37,126319,12,http://tong.visitkorea.or.kr/cms/resource/01/287401_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/287401_image3_1.jpg,127.2732437,35.97308173,6,,대아저수지(대아호),55344
전라북도 완주군 구이면 모악산길 243,,37,1613768,12,,,127.0957991,35.73251713,6,,대원사 용각부도,55362
전라북도 완주군 구이면 모악산길 243,,37,300081,12,,,127.0957991,35.73251713,6,,대원사(완주),55362
전라북도 군산시 옥도면 대장도리,,37,2860680,12,,,126.3945095,35.81814266,6,063-454-7280,대장도,54000
